newsid	title	itemid
N51883	'Dejuiced' or not, Yankees baffled by these playoff baseballs in Game 3	3140
N17109	The Latest: Kansas City to remove King's name from street	540
N64836	21 Costco Bulk Buys to Score for Thanksgiving	4129
N20547	South Florida principal who made controversial comments about the Holocaust is fired	801
N46754	How the 12 Democratic candidates performed in the Ohio debate	2746
N18360	Fisherman faces prison, fine for cruel act on rare fish	632
N36811	Harry Dunn's family launches legal action against the UK Foreign Office	2016
N43263	Kris Jenner Fights Back Tears Remembering Nicole Brown Simpson on the 25th Anniversary of Her Death	2508
N23901	Man wins $1 million in the lottery for the second time	1047
N19833	Joanna Gaines dons a gorgeous black dress for Magnolia Journal cover	754
N48715	Shia LaBeouf Thanks Officer Who Arrested Him in 2017 for 'Changing My Life' in Emotional Speech	2912
N54988	28 Dumb Ways You Could Lose It All by Trying To Get Rich	3397
N59922	Grading all 32 NFL teams heading into the last eight weeks of the 2019 season	3735
N59359	Police Arrest Motorcyclist Who Led High-Speed Chase And Went Home Thinking He Escaped	3696
N51388	Jane Fonda spends night in jail after latest climate change protest	3098
N63321	Dick's Sporting Goods CEO quietly tests presidential bid	4007
N56086	Nearly 500 Prisoners Freed on a Single Day	3477
N61471	Kate Middleton Wears Same Hat Diana Wore as She and Prince William Head to Pakistan Mountains	3864
N11071	Burning questions for Lions vs Packers on 'Monday Night Football'	78
N9798	Missing West Point cadet found dead, officials say	4392
N56709	Kansas vs. Duke Basketball Highlights (2019)	3524
N28074	Woman Texts Dead Father's Phone for 4 Years & Finally Receives an Emotional Reply	1333
N60289	Little girl in emotional reunion with missing puppy	3764
N14385	ISIS names successor to slain leader al-Baghdadi	340
N22549	2019 People's Choice Awards nominees' best recent style moments	944
N35290	The European Travel Experience Most People Don't Know About	1886
N31699	Woman stabbed in 2015 home invasion suing 911 dispatch company	1625
N27099	Michigan man sentenced in toss of rock off overpass that killed vehicle passenger	1260
N60028	7 ways you're doing Grand Canyon National Park wrong	3743
N37075	Old-fashioned Air Travel Perks We Miss	2038
N24809	'Slender Man' investigators discuss chilling interviews with 12-year-old suspects	1111
N45194	Trump is reportedly pardoning a Navy SEAL convicted of taking a photo with a dead ISIS fighter	2630
N28576	The 30 Most Iconic Celebrity Halloween Costumes of All Time	1366
N62101	PG&E will give $100 back to residential customers who were affected by an earlier power shutoff	3906
N26509	How Kristen Bell Deals With Halloween Candy In Her House	1217
N48850	Reuters Exclusive: U.S. carried out secret cyber strike on Iran in wake of Saudi oil attack -officials	2921
N1880	So, how does one of the world's oldest recipes hold up?	666
N4850	Research drone captures loving moments between killer whale mother and calf	2886
N26627	Brody Jenner and Josie Canseco just split: Find out why	1228
N38271	Olivia Culpo gets manicure to support beau Christian McCaffrey	2132
N2140	John Witherspoon's Celebration of Life: David Letterman, Ice Cube, Chris Tucker & More Honor the Late Comic	862
N54522	Ben Affleck has a new girlfriend after using the Raya dating app, plus more celeb love life news for late October 2019	3362
N50069	In A Reversal, Joe Biden Wants A Super PAC	3015
N24654	Despite umpires' efforts to end series, Anthony Rendon forces game 7	1100
N9230	Police blew up an innocent man's house in search of an armed shoplifter. Too bad, court rules.	4356
N49492	New York City police commissioner resigns, de Blasio announces new chief	2969
N4472	Southwest Airlines pilots union: Airplane bathroom camera video a 'poor attempt at humor'	2603
N4702	The most underrated players in the first half of the 2019 season	2772
N32194	Woman who was fired for flipping off Trump wins election	1661
N10978	Why Trump's tariffs haven't revitalized American steelmakers	66
N26727	'I like my body and that's all that really matters' | Meteorologist claps back at body-shamer	1236
N59574	Gross! What you need to know and do if your hotel room has bedbugs	3711
N12347	The First Thing Great Chefs Do Before They Start Cooking	168
N51503	Bill Plaschke: Mike Bohn brings USC integrity, which means he can't hire Urban Meyer	3107
N13137	Singer stands up to heckler who told her to take shirt off	225
N56828	Deaths From Poor Diet Outnumber Those From Smoking, and Medical Schools Aren't Helping	3530
N32455	'This is what you live for': Max Scherzer, 'rising from the dead,' ready to lead Nationals into Game 7	1683
N18445	Michigan sends breakup tweet to Notre Dame as series goes on hold	637
N37586	The 50 most expensive cars ever sold at auction	2085
N9854	This 73-Year-Old Fitness Fanatic Is Defying Expectations On Every Level	4396
N53102	Nobody Waved Goodbye: Trump's Relationship With New York Was Already Over	3247
N57789	Sharon Osbourne Admits She 'Can Hardly Feel' Her Mouth After New Facelift	3596
N47893	Thirsty future ahead as climate change explodes plant growth	2848
N12857	Oklahoma shutting Sooner Schooner down for remainder of season	207
N23239	David Eason Calls Jenelle Evans 'Stupid' After Split	999
N22561	NFL Week 8 Power Rankings: Old-school football rules the day	946
N43765	Report: Sanchez no longer with the UFC, wants Lethwei fight	2547
N54403	England Suspends Fracking After New Study Threatens Powerful Earthquakes	3354
N60714	Knight flight: Passenger dressed in full suit of armor, including chainmail and helmet, is spotted in departures at Atlanta airport…. Leaving travelers wondering how long it took him to get through security	3803
N3615	Jason Momoa Says His Latest Role Made Him 'More Attentive' to His Wife Lisa Bonet	1959
N37159	National Sandwich Day: Where to score free subs and meal deals Sunday	2045
N10964	Death Penalty Sought In Case Of Boca Raton Woman Beat, Set On Fire	64
N37925	Mercedes-Maybach GLS Spied Preparing To Be Your Opulent Crossover	2111
N35603	Democrats say taking the Virginia state legislature could signal national success	1917
N49304	Ravens News 10/30: Top decision maker, lockdown corners and more	2961
N35710	McDonald's apologizes for 'Sundae Bloody Sundae' Halloween promotion	1928
N26026	Miranda Lambert Reveals the Real Reason Behind Her Secret Wedding: 'It's Not for Everybody Else'	1178
N3264	Au revoir to daylight saving time, but not a goodbye	1699
N43175	Detroit Metro Airport to Allow Limited Visitors Past Security	2498
N61661	The most surprising confessions made by the Queen's dressmaker in her new tell-all book about life at Buckingham Palace	3873
N17640	After layoffs and a PR disaster, some Blizzard employees are dreading BlizzCon	582
N36602	Five unintended consequences of Trump's Syria withdrawal	1997
N20934	Falcons switch Raheem Morris to defense in coaching staff shakeup	829
N61388	Judge: Brad Pitt, others can be sued over New Orleans homes	3861
N50564	Forget self-driving cars, this plane landed itself	3041
N1219	Our 41 Favorite Fall Cakes	154
N54300	Week in celebrity photos for Nov. 4-8, 2019	3348
N53948	Kaitlynn Carter Recalls Falling in Love With Miley Cyrus in Candid Essay	3323
N42139	Cold snap grips NYC as forecasters call for late-week snow	2418
N1506	JetBlue is testing a $5 checked carry-on fee   and it's causing a big debate	394
N5410	Smart watch calls 911 after 2 hikers fall off cliff	3333
N44361	$42 million price cut on tech billionaire's Silicon Valley monster mansion	2581
N62546	$16.8 Million In Campaign Funds Went To Trump Businesses, Latest Records Reveal	3938
N3878	3 things to watch for when the Mavericks visit the Nuggets	2177
N30755	Nationals catcher Kurt Suzuki wears MAGA hat to White House celebration	1537
N39081	California fire update: Kincade Fire nears containment, Ranch Fire grows overnight	2198
N54378	Kevin Durant: Draymond Green Fight Played Role in Decision to Leave Golden State	3352
N17968	'Pioneer Woman' star Ree Drummond shows off weight loss in new selfie	606
N59704	California sheriff's deputy shot dead, ride-along injured in 'active shooter incident,' officials say	3721
N9226	Lori Loughlin's Daughters No Longer Enrolled at USC	4355
N36302	Iran Finds Itself in Crosshairs of Arab Protesters	1971
N2511	Krispy Kreme orders Minnesota student who bought, resold doughnuts to 'shut down operations'	1124
N3530	'I feel bad that I left': John Kelly warned Trump he would be impeached	1887
N27951	Texas inmate set to be executed for 2002 strangling death	1327
N7499	New Couple Alert? Drake and Kylie Jenner Appear Into Each Other at Party	4239
N36780	Woman, 78, gets 22 years for attempted murder of lawyer	2012
N42992	Under shroud of secrecy US weapons arrive in Yemen despite Congressional outrage	2485
N4069	Caterpillar just flashed the latest warning sign for the global economy	2321
N55028	Racial tensions reach new boiling point in small Georgia town	3400
N36477	Here's What to Cook This Week (November 4 to November 10)	1989
N15863	Aqib Talib Reveals 'What Jumped Off The Page' Playing With Tom Brady	458
N40708	More non-Mexican migrants are being arrested at the border in San Diego than ever	2326
N28088	Bruce Willis brought Demi Moore to tears after reading her book	1334
N38895	Alexandria Ocasio-Cortez 'sincerely' apologizes for blocking ex-Brooklyn politician on Twitter, settles federal lawsuit	2184
N10289	Patriots Expected to Waive Josh Gordon Within the Next Couple Weeks	21
N16659	Never spend more than this amount of your income on a car, says finance expert and millionaire	509
N29495	Trump wages coast-to-coast legal battle to keep tax returns hidden	1442
N12469	Jessica Biel dresses up as husband Justin Timberlake for Halloween	180
N24471	Oklahoma officer convicted of 2nd-degree murder	1084
N47054	Hennessey Maximus Is a 1000-HP Jeep Gladiator from Hell	2774
N4456	Kentucky outcome embarrasses Trump and worries many Republicans ahead of 2020	2596
N46513	Newly Signed Raven Makes Comeback After Losing Job, Ring	2723
N24171	AP FACT CHECK: Trump's wildfire tweets not grounded in facts	1063
N9803	Jeff Bezos is set to lose his crown as world's richest person	4393
N3419	Energy Secretary Perry says he is resigning by year's end	1814
N47947	Frozen Puff Pastry Exists To Make You Look Very, Very Impressive	2853
N2618	State Department agrees to turn over Ukraine documents, potentially providing Democrats with impeachment fodder	1192
N38701	Michigan apples being recalled in eight states for possible Listeria contamination	2169
N26122	Explosive new wildfire drives thousands from homes near Los Angeles	1186
N24635	Giuliani met Ukraine presidential candidate in 2018 to get Biden dirt, says ex-prosecutor	1098
N3936	13-year-old murder suspect escapes from juvenile courthouse: Authorities	2224
N31090	Redskins QB Dwayne Haskins 'excited to put first start on film'	1571
N51734	Trump Organization scrubs name from Central Park skate rinks	3128
N62263	What's driving the historic California high-wind events, and worsening the wildfires	3917
N25522	Pharrell Says 'Blurred Lines' Controversy Educated Him About Sexism	1146
N63003	Why plane tires don't explode during landing	3979
N17166	Being homeless in Las Vegas could soon be illegal with the city debating a possible public sleeping ban that would result in $1,000 fines or even jail time	543
N26642	Miley Cyrus and Cody Simpson Get New Tattoos   Hers of a Dagger Through a Bleeding Heart	1232
N34564	Potential Florida State football coaching targets	1836
N29757	Clippers set bad precedent resting Kawhi Leonard against Bucks	1460
N32310	Keystone oil pipeline leaks 383,000 gallons in North Dakota	1674
N41073	The Secret to Sticking with Keto	2349
N47609	Must-see photos from Carlos Correa's walk-off homer	2822
N2204	Squirrel Surprises Giant Panda In Hilarious Video	905
N48602	Person shot in south Charlotte, part of road closed for investigation	2896
N5241	Lonely Planet names Washington, D.C., the second-best city in the world to visit in 2020	3187
N20039	Hours before passing, Elijah Cummings signed subpoenas directed to two US immigration agencies	772
N51283	Instant classic: Jackson uses goal line stand to stop Hoover	3089
N48171	Broncos QB Joe Flacco has herniated disk in neck, season, possibly career in jeopardy	2865
N1076	County cites safety reasons for closing Mickler's Landing during private project	48
N23344	NFL trade tracker: Only one deal completed as buzz fizzles out at deadline	1006
N17878	Video Details Brazen Attack by Mexican Cartel on Government Forces	600
N61274	Eating Enough of These Two Nutrients May Help Lower Your Risk of Lung Cancer	3854
N49908	How To Avoid These 14 Home Renovation Horror Stories	2992
N18503	New York lawmakers are considering a ban on tackle football for kids under 12	642
N24080	Bellator 232: 'Baby Slice' TKO overturned due to illegal elbows	1056
N35554	Lane Kiffin interested in Florida State head coach job	1911
N16378	Catherine Herridge leaves Fox News for CBS News	488
N21899	Here's How to Correctly Store Potatoes to Keep Them Fresh	894
N7158	Trash to treasure: Everest garbage given new lease of life	4215
N6616	Felicity Huffman Smiles as She Begins Community Service Following Prison Release	4164
N31940	Sun Country Airlines to Add 12 New Routes in 2020	1641
N40376	Exclusive: Ukraine to fire prosecutor who discussed Bidens with Giuliani - source	2297
N11907	Brooklyn protests: Hundreds accuse the NYPD of brutality after a violent subway video	136
N7849	Counting On's Kendra, Joe Duggar Welcome Baby No. 2	4261
N53187	17 of the Most Iconic Movie Songs of All Time	3255
N41400	The biggest TV shows of the decade	2372
N2283	Red Wine Glass vs. White Wine Glass: What's the Difference?	965
N57528	Bahareh Zare Bahari: Beauty queen says she will be killed if she is deported to Iran	3580
N57113	A Divided House Endorses Impeachment Inquiry Into Trump	3552
N39098	Elton Brand comments on Joel Embiid brawl, believes Towns 'aggressor'	2202
N30110	Photos show the White House decked out in spooky trees and pumpkins as the Trumps celebrated Halloween a few days early	1486
N17546	Sondland Told House Panels Trump's Ukraine Pressure Was Quid Pro Quo	576
N26912	Trump mocked Beto O'Rourke for dropping out of the presidential race, saying he 'quit like a dog'	1248
N11481	I Went to Bridal Week With a Celebrity Stylist, and Now I Know How to Find My Wedding Dress	103
N32893	A Northeast storm is intensifying into a bomb cyclone, forecasters say	1724
N27143	Best Dive Bar in Every State	1264
N51950	GOP argues whistleblower's name must be public	3145
N26111	What Your Fatigue Could Mean	1185
N32528	Top Denver news: 2 injured in early Sunday shooting; drop off your leaves at these locations; more	1691
N25889	Robert Blake's Daughter Speaks Out for First Time About 'Traumatic Childhood' After Mom's Murder	1172
N20057	Tom Brady: When it comes to the future, my focus is on this season	774
N17581	Kyle Allen showers Cam Newton with praise after IR announcement	578
N40971	Why China's digital currency is a 'wake-up call' for the US	2341
N21448	UK police investigating crash that killed teen interview US diplomat's wife	866
N44402	8 of the best and 8 of the worst TV shows that got canceled this year, so far	2586
N35346	This 1965 Ford Mustang Fastback On A Ford Bronco Frame May Be The Most American Car Ever	1893
N26364	Reports: LSU LB Michael Divinity removed from team days before Alabama game	1208
N29948	A White Woman Searches for Her Black Family	1478
N52589	Exclusive: Hunter Biden on getting married after 6 days and why rehab is 'courageous'	3203
N18587	1970 Dodge Charger destroyed by man sick of lowballers   he showed them!	649
N48325	'A sad day': Louisiana deputy and his school teacher wife face 60 counts of child porn and child rape accusations	2875
N52441	Danica Roem wins reelection in Virginia state legislature	3190
N58757	NASA Rover Curiosity Shines In New Selfie From Mars	3655
N27184	'A bunch of B.S.': Lindsey Graham refuses to read Ukraine transcripts	1269
N57955	NFL fines Tyreek Hill $10K for flashing peace sign at defense during TD again	3606
N4806	DOJ, Roger Stone at odds over showing 'Godfather' clip during trial	2860
N6831	Stephanie Grisham says Trump was serious about fireside chat to read Ukraine call	4184
N34649	Keanu Reeves picked up a lot of Ali Wong swag	1839
N23605	Insider discusses new gaming experiences that'll be enabled by the PlayStation 5	1026
N30092	Toyota Supra vs. Ford Mustang Shelby GT350: Kicking Tail!	1484
N15454	Cannibal Ants Found Trapped In Nuclear Bunker	425
N29522	Winners, losers from Steelers' win over Dolphins on 'Monday Night Football'	1444
N30791	Three takeaways from Vikings' win over Redskins	1543
N47438	UFC Tampa results: Jedrzejczyk dominates Waterson	2806
N16617	Coast Guard searches for man who fell from cruise off Texas	504
N20397	The Best Live TV Musicals of the Last 10 Years	794
N51376	Photo Released Showing Persons Of Interest In NH Couple's Killing	3095
N13337	The 32 most affordable winter vacation spots in the US	244
N52695	Alan Alda gives update on Parkinson's disease: 'I shake a little, but I'm good'	3214
N2350	Take action: Join MSN, LinkedIn and Team Rubicon in helping veterans become thriving civilians	1019
N35450	Stocks close higher despite weak earnings from Caterpillar, Boeing	1905
N64554	Meghan King Edmonds, Jim Edmonds' Nanny Denies Cheating Allegations	4110
N12003	Coast Guard searching for man who went overboard from Carnival cruise ship off Texas	140
N26633	Kate Middleton Chose a Dress Just Like Princess Diana's in Pakistan - but Kate's Is Ombré	1230
N21265	17 In-N-Out Secret Menu Items You Have to Try at Least Once	849
N2078	Rainbow Baby! Shawn Johnson, Andrew East Welcome 1st Child After Miscarriage	818
N31142	Border Patrol agent kills man who opened fire during chase	1576
N29993	Why Joe Biden being denied communion is a big deal for people of faith	1479
N15501	15 great words that will make you sound smarter	427
N6778	A part of Windsor Castle that's been closed to the public for over 150 years just reopened   and it's been completely revamped. Take a peek inside.	4181
N9899	Doing it for the 'gram? Royal Caribbean says no to that, bans guests for life	4399
N18285	NFL Week 9 Power Rankings: More ammo for Belichick as greatest coach ever	623
N56649	Luann de Lesseps Says the RHONY Cast Was 'Relieved' Over Bethenny Frankel's Exit	3520
N4550	Demi Moore Said Her Marriage to Ashton Kutcher Was a 'Codependency.' Here's What That Means	2647
N8002	The Patriots opened with a grinding 16-play drive in which nearly everything went right	4271
N36786	9 renovation tips to boost resale value	2013
N28131	How long it takes to binge The Office, Game of Thrones, and 50 other famous TV shows	1338
N22952	The Most Hilarious Gifts to Give This Year	969
N18732	GOP presidential hopeful Joe Walsh: If John McCain were alive, 'he'd be slapping Lindsey Graham upside the head'	660
N13182	Jerry Jones' Grandson to Start at QB for Arkansas on Saturday	229
N25450	TV Hosts Celebrate Halloween 2019 With Spooktacular Costumes	1142
N25905	Solomons vetoes Chinese 'lease' on Pacific island	1173
N41968	Today in History: October 27	2404
N50346	Look of the Day	3029
N41218	Election Day 2019: Most Important Races and What to Watch For	2360
N59260	Moped driver shoots at group who assaulted him in road rage incident, police say	3689
N30209	13-year-old survivor in Mexico attack hid siblings in bushes	1498
N52338	The days will be more trying but we must get answers surrounding Tyler Skaggs' death	3178
N60626	California, 13 other states sue over federal light bulb efficiency standards	3794
N29654	Spicy Tomato Chicken Stew Is Here to Dominate Soup Season	1454
N25608	Black man who led neo-Nazi group dies amid bid to destroy it	1152
N9858	Johnson, in phone call, urges Trump to lift tariffs on scotch whisky	4397
N63711	Burger King to Bring Plant-Based Burgers to Europe	4043
N1969	Papa John's introduces first new pizza crust flavor in 35 years	736
N36843	The 13 Most Fun-to-Drive SUVs Under $50,000	2020
N22836	Here's the Real 2020 Ford Bronco in Off-Road-Racing Form	966
N29891	NFL officiating stinks. Here are 10 ways to fix it.	1472
N51821	Woman in 'Carrie' costume totals car, terrifies first responders	3137
N47302	The History Behind Texas Funeral Cake	2794
N42330	'Sons Of Anarchy' Star Ron Perlman Files for Divorce After 38 Years of Marriage	2432
N20766	4 Things to Know About Keanu Reeves' New Girlfriend	817
N36788	Woman wanted for robbery found murdered; suspected male accomplice sought	2014
N26435	Does Gus Malzahn's massive buyout at Auburn make him untouchable?	1212
N9056	This Is What Queen Elizabeth Is Doing About the Prince William-Prince Harry Feud	4347
N43376	Airbus A220s ordered to slow down over engine incidents	2515
N55166	6 NFL teams that should have a fire sale at the trade deadline	3408
N4486	Florida air show crash: Pilot killed when plane crashes	2612
N4080	See The People's Choice Awards Nominees, Then and Now	2333
N7844	Astronomers confirm Voyager 2 has entered interstellar space	4260
N34983	What Is Brown Butter and Should You Be Using It?	1864
N58357	Why Blizzard went dark for Diablo 4	3635
N44867	Prince Harry and Meghan Markle are taking a royal respite	2614
N18294	Dunkin' just announced the return of this fan-favorite holiday drink	624
N35831	Winners and losers from Week 9, led by Oklahoma, Ohio State	1937
N46182	Here's What You Really Need to Know About the Faux Meat Burger Trend, According to Dietitians	2700
N871	Woman, suspect dead at 'Tarzan' actor Ron Ely's California residence	4323
N38039	Here's the Average Cost of an Engagement Ring in 2019, According to a Survey	2116
N29358	Rare Vixen Motorhome For Sale Is One Of Nicest We've Seen	1428
N3754	LeBron, Lakers will try to stop Doncic's 'razzmatazz'	2079
N6595	"Sharon Stone Sues Rapper Chanel West Coast Over ""Sharon Stoned"" Track"	4162
N18656	Bursting at the seams: inside an IS prison in Syria	654
N3243	19 Things You'll Need To Sacrifice Now for a Healthy Retirement	1681
N53901	Chow Mein vs. Lo Mein: What's the Real Difference Between Them?	3320
N51773	'I Stayed Off Social Media Entirely Because Of My Weight. Then I Discovered Intermittent Fasting And Lost 109 Lbs.'	3130
N23305	Biggest private coal miner goes bust as Trump rescue fails	1002
N4020	'Tarzan' Actor Ron Ely: Actor's son allegedly killed his mother before deputies shot and killed him, sheriff's office says	2285
N12278	Aerial video shows SpaceX building another Starship rocket in Florida	161
N5270	Solange Knowles splits with husband ahead of anniversary	3215
N44110	Airline passengers share photos of their worst in-flight meals	2567
N43743	"Andy Reid said that Patrick Mahomes is ""moving around better"""	2546
N53216	Movies Critics Hate but Audiences Love	3260
N61382	Avon Lake man survives health scare with 95 percent mortality rate at University Hospitals; The patient? My father	3860
N51705	Jenelle Evans Obtains Temporary Restraining Order Against David Eason	3126
N54271	Some Evacuations Lifted For Santa Clarita Tick Fire; 14 Freeway Mostly Reopened	3342
N11276	Tiffany's is selling a holiday advent calendar for $112,000	90
N46372	Must-See Fashion Police Moments to Swoon Over This Week	2715
N49745	Trump's 'bombshell' offer to family of British teen killed in car crash: Diplomat's wife is in next room	2983
N22270	The Last McDonald's Burger in Iceland Just Turned 10. It's Still in Perfect Condition.	919
N8024	An abandoned castle on an island in the Hudson River was once a weapon-filled fortress. Here's what it's like to visit its crumbling remains.	4272
N64098	Fetuses found in package intercepted at SFO; woman arrested in smuggling scheme	4071
N22527	No Peach Drop in Atlanta this New Year's Eve, mayor says	942
N49802	Meghan King Edmonds' Mom Calls the Cops on Jim As He Moves Out	2987
N1258	Tourist in Venice kidnaps local woman in row over exchange rate	184
N10998	The Absolute Best Casseroles of 2019	70
N62479	Massive American Dream mall to open but will shoppers come?	3934
N5183	Saturday takeaways: Oklahoma upset shakes up College Football Playoff picture	3138
N56626	Daughter Arrested After Calling 911 When Mom Collapses at Concert	3516
N11415	This Foster Kitten Smiling for a Photo Will Make Your Friday	98
N419	Dramatic video shows California transit worker saving man from oncoming train	2399
N6285	4 habits that could wreck your finances beyond repair	3966
N39068	The Worst Thanksgiving Dinner Mistake and How to Avoid It	2197
N55728	Marvin Harrison Jr. announces commitment to Ohio State	3453
N59828	California accuses PG&E of mishandling power outages amid wildfires	3729
N52314	How to pay off your mortgage early: 4 methods that work	3176
N60702	Demi Moore Says Her 'Addiction' to Ashton Kutcher Was 'Devastating': 'It Took Me Away Emotionally'	3802
N31099	Harry Potter's Childhood Home in England Is Now on Airbnb	1572
N16284	These types of roads can have a big impact on home sales	483
N21722	What to Watch this Weekend: Eddie Murphy's Dolemite Is My Name, and the sexy Mrs. Fletcher	885
N29395	'Slender Man' survivor's brother: 'I couldn't believe... that kind of thing' happened	1436
N14947	How Meghan Markle, Prince Harry, and the rest of the royal family will celebrate Archie's first Halloween	385
N27550	Candid Celeb Pics You Need to See This Week	1296
N22126	Amazon's Ring is 'the Neighborhood Watch of 2020,' police say as doorbell cams proliferate	908
N9114	The House voted for an impeachment inquiry, and Republicans failed a test of character	4350
N3483	The Coziest Restaurant in Every State	1851
N37363	The bucket-list attraction in every state	2066
N21071	Final score predictions for No. 16 Michigan vs. No. 7 Penn State	836
N3240	The 60 Best Gift Ideas Under $100 for Everyone on Your List	1678
N26407	Exclusive: Iran intervenes to prevent ousting of Iraqi prime minister - sources	1211
N35369	Why Emma Watson Is Calling Herself 'Self-Partnered' Ahead of Turning 30	1895
N31304	Yardbarker's Week 8 NFL picks, game previews	1593
N42146	Joey King: Filming 'Kissing Booth 2' With Ex Jacob Elordi Was 'Worth It'	2419
N26618	14 of the world's most terrifying airport runways	1227
N32643	Fans, celebrities mourn death of K-pop star Sulli	1700
N41044	Ray Dalio Says the 'World Has Gone Mad' With So Much Free Money	2347
N33183	Trump faces twin crises as Congress returns	1750
N53234	Outer Banks storms unearth old shipwreck from 'Graveyard of the Atlantic'	3262
N29804	Court Rules Defendant Must Disclose Phone Password to Police and Prosecution in First Ruling of its Kind in State	1464
N1766	Chasing history: Tiger Woods eyes record win No. 82 at Zozo Championship	585
N8582	Beto O'Rourke Drops Out of the Presidential Race	4317
N37934	Two Brides Did A Deadlift At Their Wedding As A Symbol Of Unity And Strength	2112
N40356	All 112 of Netflix's notable original movies, ranked from worst to best	2296
N4745	Testimony: White House lawyer told Vindman not to discuss Ukraine call	2807
N63406	How To Reheat Rotisserie Chicken	4015
N50504	Does it matter what time of day you eat carbs? Experts weigh in	3038
N20866	4 trade deadline targets the Cardinals should consider	825
N21514	How Karamo Developed a Friendship With 'Exceptional' Sean Spicer on 'DWTS'	872
N49049	Pastor under fire for marrying gay couple as Methodist schism widens	2938
N54126	Video shows school officer slam 15-year-old student	3335
N10855	New search planned for missing 5-year-old	55
N25158	Kate Middleton Takes Prince George and Princess Charlotte Halloween Shopping at Local Supermarket	1129
N6915	This Copycat Cracker Barrel Hashbrown Casserole Recipe Is the Ultimate One-Dish Breakfast	4194
N58224	13-year-old charged with two murders escapes custody in North Carolina	3625
N56694	3 Generations of a Family Lose Everything After California Wildfire Destroys Ranch	3523
N501	Trump blasts 'Never Trump' Republicans as 'human scum'	3017
N28624	When I moved from China to the US, eating out became so much more expensive I had to break the habit. Here's how I did it.	1371
N47404	Surprising Ingredients That Will Make You Think Twice About Your Favorite Foods	2803
N56199	Cole issues classy statement thanking fans, Astros' organization	3486
N46647	Trump boasts of 'blowout' 303,000 jobs report, leading economists to puzzle over his math	2734
N64425	Sondland seeks to align himself with Taylor after bombshell testimony	4097
N15393	The Best Way to Reheat Fried Chicken So It's as Crispy as Night One	420
N23105	Kanye West, with debt piling up, thanks God for $68 million tax refund	985
N18110	It's Already Ski Season Here's Where You Can Hit the Slopes This Weekend	613
N13935	Amber Portwood strikes plea deal for alleged machete attack	294
N17811	Trump's Syria Troop Withdrawal Complicated Plans for al-Baghdadi Raid	598
N21862	Nashville babysitter accused of raping 12-year-old boy	892
N63411	Meghan Markle's Leather Pencil Skirt is a Powerful Statement Piece	4016
N2231	Cuba Gooding Jr. pleads not guilty to new sexual misconduct charges	925
N50614	K-9 Officer Tracked Down Missing 85-Year-Old Woman With Dementia Who'd Fallen Into a Ravine	3047
N61869	Gunmen kill 15 in southern Thailand's worst attack in years	3892
N50053	The Best Way to Reheat Steak So It's as Savory as Night One	3010
N20033	Crossing guard gets a heartwarming surprise: World Series tickets!	770
N817	Jada and Will Smith Share Touching Tributes for Daughter Willow's 19th Birthday	4280
N33337	Bachelor in Paradise's Demi Burnett and Kristian Haggerty Break Up	1760
N24429	11 Unique Holiday Traditions From Around The World	1081
N628	South Carolina priest denied Joe Biden communion over abortion stance	3961
N54850	This 2800-HP Turbocharged Hemi-Powered Supra Is the King of Flames	3387
N57570	Applebee's announces new $1 drink of the month	3583
N885	Meghan Markle Loves This Skirt So Much, She Bought 2, and She's Not the Only Royal Fan	4330
N22558	Richard Gere, 70, and Wife Alejandra Silva, 36, Expecting Baby No. 2	945
N42726	Mountain skeleton may be man from Japanese internment camp	2464
N9650	Airbnb Loses New Jersey Home-Share War by a Landslide	4384
N44315	This Twitter thread about pasta will make you believe in love again	2577
N51891	7 biggest takeaways from the opening College Football Playoff rankings	3141
N3127	"Max Scherzer: ""I'm good"""	1586
N54834	We Found the Best Bakery in Every State	3385
N60857	This time, Southern California was prepared for wildfires. Here's how countless homes were saved	3814
N40321	Cat Zingano signs multi-fight deal to compete in Bellator's featherweight division	2293
N36389	Teen breaks into German prison in bid to win back jailed ex	1980
N63223	American Dream? More like American Nightmare. The swamp dream NJ can't walk away from	3998
N53567	'The Giuliani problem' and other takeaways from diplomats' impeachment testimony	3292
N5981	What 40 Celebrities Look Like Without Their Signature Looks	3726
N16102	Sheriff: Fugitive Inmate Ryan Petro, 34, Captured In Wadena	467
N15376	Stolen Credit Card Spending Spree In North Hills	418
N32610	17 of the best things to get at Aldi this month for under $5	1698
N36453	Amazing motorhomes of the rich and famous	1986
N16244	Justice Dept. trying to finish report on Russia probe before Thanksgiving	479
N33485	Ukrainian leader felt Trump pressure before taking office	1768
N60671	Prince Charles Teared Up When Prince William Talked About Succeeding Him	3799
N32852	Nearly $400M worth of cocaine and marijuana intercepted by US Coast Guard	1722
N64175	Williams' time in Brooklyn cautionary tale for Kyrie era	4076
N25078	Caitlyn Jenner Calls Ex Kris Jenner 'an Amazing Mother and Business Woman' in Birthday Tribute	1123
N51967	EU keeps Britain guessing on length of Brexit lifeline	3147
N11855	New Jersey woman sues waiter for spilling wine on her Hermès handbag	134
N3683	Xerox Considers Takeover Offer for HP	2018
N58098	85 Thanksgiving Recipes You Can Make Ahead	3616
N34934	20 years after Payne Stewart's tragic death, son Aaron carries his legacy	1860
N6090	Nov. 9 will be 1st time in poll era with 2 games involving 8-0 teams	3819
N27642	These Are the Top 10 Chicken Chains in America	1300
N32166	11 Weird facts About the English Language	1660
